name,photo_1,description_long,description_short,neighborhood,source1,source2,source_article1,source_article2,category,picture_cred
The Vault Garden,https://assets3.thrillist.com/v1/image/2957026/750x500/flatten;crop;webp=auto;jpeg_quality=50.jpg,"Opening a restaurant in the midst of a pandemic is no small feat, but opening a restaurant concept specifically designed to fit our pandemic moment is an exercise of true agility. Hi Neighbor Hospitality Group, the team behind Trestle, did just that with The Vault Garden, a 100-seat, fully-outdoor restaurant. In addition to a roster of built-in safety protocols, there's a tailored-for-the-elements food menu from chef Ryan Cerizo, along with wine, beer, and cocktails. The Vault Garden also hosts all kinds of special events, including caviar dinners, drag show brunches, wine dinners, and more, plus happy hour from 3-6 pm.",New American Restaurant,Financial District,Thrillist,,The Best Patios for Outdoor Dining in San Francisco,,food,The Vault Garden

Fable,https://assets3.thrillist.com/v1/image/3078134/750x500/flatten;crop;webp=auto;jpeg_quality=50.jpg,"Fable’s “storybook” garden (complete with three decks, awnings, heat lamps, and plenty of charm) is open for its famous brunch, weekday lunch, a “charcuterie and wine time” happy hour, and dinner. Whenever you choose to visit, you’ll find yourself transported into a living nursery rhyme where beer and wine are readily available—I wish I may, I wish I might!
How to book: You can try your luck walking in, but reservations are highly recommended.",New American Restaurant,Castro,Thrillist,,The Best Patios for Outdoor Dining in San Francisco,,food,Fable

Izzy's Steaks & Chops,https://assets3.thrillist.com/v1/image/2957032/750x500/flatten;crop;webp=auto;jpeg_quality=50.jpg,"Izzy’s covered and heated patio, complete with foliage and twinkle lights has long been a favorite for outdoor dining, in addition to being a great place for a satisfying steak dinner and local seafood. After all, sometimes there’s nothing better than a perfectly cooked steak, a side of creamed spinach, and a martini (though don’t sleep on Izzy’s excellent wine list).
How to book: Reservations are available online.",Steakhouse,Marina,Thrillist,,The Best Patios for Outdoor Dining in San Francisco,,food,Izzy's Steaks

Pacific Catch,https://assets3.thrillist.com/v1/image/2957036/750x500/flatten;crop;webp=auto;jpeg_quality=50.jpg,"Pacific Catch offers outdoor dining at both locations, but the restaurant has made a proper outdoor dining destination at their Inner Sunset location, which has sadly been closed for a refresh, but is reopening in mid- to late May. It’s also one of the larger outdoor dining setups with sidewalk seating and, better yet, a full-blown “Tiki Terrace.” Both locations serve as excellent spots to enjoy Coconut Shrimp, a poke bowl, and a cocktail.
How to book: Choose your location and make a reservation on their website.",Seafood Restaurant,Marina,Thrillist,,The Best Patios for Outdoor Dining in San Francisco,,food,Pacific Catch

Del Popolo,https://assets3.thrillist.com/v1/image/3078320/750x500/flatten;crop;webp=auto;jpeg_quality=50.jpg,"Neapolitan pizza is one of those things that needs to be eaten straight out of the (wood-fired) oven. Del Popolo, which does one of the best Neapolitan pies in the city, does have flash-frozen pies you can heat up at home and even though they’re excellent, they still taste better when enjoyed on one of the restaurant’s two outdoor patios, which is often (and aptly) referred to as an “urban oasis.”",Italian Restaurant,Union Square,Thrillist,,The Best Patios for Outdoor Dining in San Francisco,,food,Del Popolo

Palette Tea House,https://assets3.thrillist.com/v1/image/3078130/750x500/flatten;crop;webp=auto;jpeg_quality=50.jpg,"Indulge in delicious Pork Siu Mai, Steamed Pork Buns, and Garlic Butter Crab at this dim sum palace with a spacious patio that comes with Bay views. If you prefer dining in the sun, your best chance is around lunchtime. If you manage to leave enough room, you can grab a sundae from the namesake ice cream and chocolate shop before you go home (for the record: we fully support an extra order of dumplings for dessert, too).
How to book: Reservations can be made on Yelp.",Dim Sum Restaurant,Ghirardelli Square,Thrillist,,The Best Patios for Outdoor Dining in San Francisco,,food,Palette Tea House & Dim Sum

Scopo Divino,https://assets3.thrillist.com/v1/image/3078327/750x500/flatten;crop;webp=auto;jpeg_quality=50.jpg,"This charming wine-centric restaurant is pulling out all of the stops with a daily happy hour (3 pm to 6 pm), live music five days a week, and, wait for it: a bottomless New Orleans-inspired brunch on the weekends. And it’s not just the drinks that are bottomless (although they are, and you don’t have to stick with the same one the entire meal); the food is also bottomless, which means as many beignets, deviled eggs, chicken and waffles, burgers, etc. that you can gracefully handle.
How to book: Make reservations online.",New American Restaurant,Pacific Heights,Thrillist,,The Best Patios for Outdoor Dining in San Francisco,,food,Scopo Divino

Loló,https://assets3.thrillist.com/v1/image/3074512/750x500/flatten;crop;webp=auto;jpeg_quality=50.jpg,"This vibrant Jaliscan-Californian restaurant in the heart of the Mission is always a good time thanks to its colorful and quirky decor, excellent playlists, friendly servers and bartenders, and a delicious menu of unique dishes and creative cocktails. The entire food menu is worth delving into, but go-tos include the Ceviche, Queso Fundido, and Fried Avocado Tacos. As far as drinks go, you can’t go wrong if you stick with any of the mezcal and agave-based creations (though there’s also a good natural wine selection if that’s your thing).
How to book: Walk-ins only.",Californian Restaurant,Mission,Thrillist,,17 Essential Mexican Restaurants in San Francisco You Need to Try Right Now,,food,Loló

Otra,https://assets3.thrillist.com/v1/image/3074505/750x500/flatten;crop;webp=auto;jpeg_quality=50.jpg,"This modern Mexican restaurant from the husband and wife team behind Son’s Addition is all about chef Nick Cobarruvias’ bold interpretations of the Mexican comfort food he grew up eating in Texas, made using traditional techniques. All of the tacos and tostadas are made with fresh house-ground masa and while there are a couple of meat options, the menu is heavily focused on vegetables with dishes like a Roasted Carrot Tostada with jalapeno hummus and Roasted Sweet Potato Tacos with spicy cashew crema. Otra also serves a hearty brunch on the weekends, with options like a Fried Egg Torta, Chilaquiles de Chorizo con Huevos, and Chorizo Breakfast Tacos.
How to book: Reservations are only available for parties of six or more, but you can join the waitlist on Yelp for indoor and outdoor dining.",Mexican Restaurant,Lower Haight,Thrillist,,17 Essential Mexican Restaurants in San Francisco You Need to Try Right Now,,food,@otra_sf

Donaji,https://assets3.thrillist.com/v1/image/3074496/750x500/flatten;crop;webp=auto;jpeg_quality=50.jpg,"“Masa, masa, masa!” That’s the star ingredient in almost all of the dishes at this Oaxacan restaurant that opened up on 24th Street at the end of 2021. At the helm is chef Isai Cuevas who worked in SF restaurants and sold tamalitos at farmers markets for over 15 years before opening up his own spot. The menu includes lots of tacos (including a fried chicken option), tamales, sopes, and enchiladas in one of the best mole negro sauces in town.
How to book: Walk-ins and indoor dining only (with a parklet in the works).",Mexican Restaurant,Mission,Thrillist,,17 Essential Mexican Restaurants in San Francisco You Need to Try Right Now,,food,Photo courtesy of Donaji

Cielito Lindo,https://assets3.thrillist.com/v1/image/3074514/750x500/flatten;crop;webp=auto;jpeg_quality=50.jpg,"If you feel like it’s a lot to ask of you to trek “all the way” to the Outer Richmond for Mexican food, just trust us that one bite of Cielito Lindo’s Quesabirra Tacos will convince you it was well worth it. (Also, come on—SF is only 7x7; it’s not that much of a trek!) The tortillas are perfectly crispy, the beef perfectly juicy, and the overall effect is perfectly indulgent. The gigantic tortas are also worth an order as are the Pan-Fried Enchiladas. Basically, show up hungry or find a way to get hungry if you know what we mean (you do).
How to book: Walk-ins (counter service) and indoor dining only",Mexican Restaurant,Outer Richmond,Thrillist,,17 Essential Mexican Restaurants in San Francisco You Need to Try Right Now,,food,@cielitolindo415

Roosevelt Tamale Parlor,https://assets3.thrillist.com/v1/image/3074515/750x500/flatten;crop;webp=auto;jpeg_quality=50.jpg,"After nearly 100 years, this 24th Street classic is still a neighborhood favorite for tamales (in flavors like shredded pork, shredded chicken, caramelized butternut squash, and sweet corn masa). The tamales are always a solid bet, but the chile colorado and chile relleno are also hard to pass up. The brunch menu is limited—chilaquiles, huevos rancheros, machaca, and chorizo con huevos—but as you can see, has just what you need after a big night out (including a Tecate or two).",Mexican Restaurant,Mission,Thrillist,,17 Essential Mexican Restaurants in San Francisco You Need to Try Right Now,,food,@roosevelt_tamale_parlor

Cadillac Bar & Grill,https://assets3.thrillist.com/v1/image/2971214/750x500/flatten;crop;webp=auto;jpeg_quality=50.jpg,"Cadillac Bar & Grill opened in 1982 as a spinoff from the original location that opened in Nuevo Laredo, Mexico, in 1926, and has been serving San Franciscans in style (white coats and bow ties) ever since (well, except for a hiatus from 1999 to 2012, but let’s not be nitpicky). The food is straight-to-the-point Mexican and Tex Mex with go-tos like sizzling fajitas, enchiladas, and the beloved puffy tacos (quick-fried masa tortillas with a choice of baja fish, lobster, carnitas, chicken, skirt steak, or spicy Beyond Beef). And, of course, you can not (or should not, anyway) sit down for a meal here without ordering the top shelf Cadillac margarita, which comes in a glass, bigger glass, or pitcher. Obviously, the bigger glass or pitcher is the way to go.",Mexican Restaurant,SoMa,Thrillist,,17 Essential Mexican Restaurants in San Francisco You Need to Try Right Now,,food,Cadillac Bar & Grill

Underdogs Tres,https://assets3.thrillist.com/v1/image/2971226/750x500/flatten;crop;webp=auto;jpeg_quality=50.jpg,"We were bummed when the Taco Shop at Underdogs in the Outer Sunset closed in 2020 due to a tiny kitchen that wasn’t practical for pandemic times and tons of takeout, as it was one of our go-tos for watching the game while eating tacos, but we didn’t have to pout for long since Underdogs Tres opened in the Inner Sunset shortly thereafter. The menu includes all of the fresh fusion taqueria fare SF has come to love: quesadillas, California burritos (with fries inside), and the famous “Nick’s Way” crispy, double-layer tacos. And, yes, they have TVs so you can watch the game, just like at the other spots. Round out your order with Tecates, Modelos, or a pitcher of margs. Check the website for deals like the mid-day happy hour (1–3:30 pm) with $2 tacos, $3 Tecates, and $5 margaritas. (And good news for folks in the Outer Sunset: After a fire forced its closure last year, Underdogs Too is back open.)",Mexican Restaurant,Inner Sunset,Thrillist,,17 Essential Mexican Restaurants in San Francisco You Need to Try Right Now,,food,Underdogs Tres
